my_id,Length,Aft_offset,Nose_radius,Height,Width,Max_width_pos,Bottom_tan,Drag,Side_force
236,1.304769555,-0.0381334233,0.6002935943,1.174115699,0.8492153292,-0.3812814558,0.5365859554,32.0382,-944.343
237,1.458344625,0.0258917573,0.6751516556,0.8566878646,0.9182432485,-0.1174748667,0.8292477004,34.305,-938.583
238,1.457774475,0.0030371691,0.6521089937,1.106907583,1.180264973,-0.0938571554,0.6185611329,31.5162,-942.194
239,1.400383162,0.0396614471,0.5132073648,1.102150728,1.193122718,-0.5220781268,0.6411324355,39.5469,-963.555
240,1.409285598,-0.0181055748,0.6669446869,0.8752441218,0.862136673,-0.1538947268,0.967179687,32.466,-960.039
241,1.297190003,0.0248342874,0.6175330407,1.129227702,0.9962868157,-0.4491170852,1.172552242,34.5434,-925.311
242,1.46316258,-0.0444200622,0.5790285551,1.035949644,0.838057023,-0.4533717408,0.9544001476,33.3533,-975.319
243,1.106902494,0.0289246045,0.546103223,0.9562285248,1.113420172,-0.1228958837,0.6945636924,34.0333,-902.409
244,1.165178612,-0.0063216023,0.5631131794,1.160371368,0.8465760764,-0.3529408678,0.7779271074,30.5001,-919.472
245,1.587890937,-0.0597023115,0.6032876555,1.088864752,0.886973253,-0.5433430854,1.083261794,37.6517,-983.715
246,1.154075086,0.0421832355,0.6660040105,0.802590133,0.984543911,-0.5471604447,0.7494446105,41.7147,-916.297
247,1.254251168,0.0202620686,0.5426985023,1.05852293,0.8183555769,-0.5301952554,0.6826150452,36.7367,-931.059
248,1.590719686,-0.0320926122,0.6365653536,0.8895186387,0.9839526185,-0.0624840343,0.8673075119,35.3072,-967.922
249,1.500160869,0.0240818396,0.5163527484,0.8096414443,0.9388650934,-0.4585888893,0.9439858427,34.978,-958.27
250,1.284297933,0.0401166601,0.6070993249,0.8818984151,1.056732985,-0.4303658276,0.6086549593,39.6029,-935.357
