id	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	ofn1	ofn2	ofn3
461	0.507	0.63	0.584	0.343	0.307	0.657	0.313	0.325	0.168	0.041	19.2	-9.63	54.3	112	811
462	0.644	0.425	0.599	0.83	0.529	0.0828	0.365	0.346	0.196	2.11	0.24	2.07	54.9	14.4	851
463	0.407	0.268	0.224	0.455	0.401	0.958	0.286	0.241	0.15	3.6	28.2	-14.1	38.2	79.1	376
464	0.612	0.207	0.433	0.553	0.308	0.583	0.275	0.387	0.255	1.38	36.7	-3.64	44.3	91	496
465	0.315	0.209	0.437	0.217	0.488	0.814	0.205	0.244	0.334	6.52	31.2	1.56	38	119	317
466	0.215	0.0328	0.558	0.804	0.0658	0.523	0.334	0.362	0.287	0.187	16	-14.3	46.3	36.9	267
467	0.353	0.715	0.195	0.469	0.0936	0.061	0.219	0.33	0.101	2.63	21.4	-4.25	43.2	86.1	538
468	0.0548	0.165	0.416	0.284	0.611	0.782	0.397	0.255	0.352	3.58	2.86	0.943	51.4	18.9	360
469	0.00772	0.673	0.265	0.243	0.0925	0.641	0.225	0.318	0.342	8.47	8.77	-9.75	45.7	69.5	476
470	0.121	0.728	0.595	0.799	0.425	0.585	0.302	0.264	0.302	0.584	13.8	-8.8	58.9	111	839
471	0.756	0.511	0.645	0.169	0.987	0.997	0.236	0.277	0.168	2.69	17.2	-13.5	43.5	92.3	684
472	0.158	0.188	0.55	0.43	0.704	0.592	0.289	0.387	0.318	9.81	36.3	-6.76	43.8	165	358
473	0.367	0.0454	0.466	0.6	0.372	0.687	0.304	0.244	0.265	7.86	21.6	0.266	41.2	67.4	267
474	0.201	0.743	0.394	0.11	0.384	0.713	0.386	0.386	0.161	5.77	2.21	-13.9	65.7	60.8	947
475	0.358	0.201	0.775	0.923	0.655	0.389	0.361	0.373	0.348	7.42	19.9	-4.53	55	144	603
476	0.771	0.137	0.237	0.925	0.632	0.983	0.369	0.23	0.302	7.24	18.6	-9.15	46.2	80.3	471
477	0.477	0.0145	0.379	0.0233	0.435	0.494	0.297	0.314	0.13	6.61	30.6	4.04	38.4	37	192
478	0.203	0.0891	0.79	0.78	0.419	0.961	0.203	0.29	0.287	9.53	19.2	3.35	41.4	97.2	327
479	0.558	0.115	0.0924	0.487	0.0213	0.325	0.294	0.255	0.331	1.6	24.3	-1.31	41.9	25.4	283
480	0.0511	0.721	0.231	0.652	0.511	0.931	0.378	0.373	0.299	8.63	25	-4.84	63.9	260	881
481	0.674	0.124	0.75	0.419	0.271	0.435	0.253	0.208	0.378	2.45	2.58	3.87	50.8	19.7	461
482	0.333	0.0442	0.215	0.653	0.728	0.394	0.31	0.203	0.211	1.75	11.4	3.31	39.4	13.9	173
483	0.138	0.674	0.111	0.462	0.838	0.25	0.293	0.341	0.386	6.3	39.4	-10.6	50.9	258	711
484	0.0328	0.551	0.671	0.164	0.523	0.331	0.26	0.303	0.249	3.34	32.9	-7.46	46.2	198	533
485	0.19	0.764	0.0873	0.678	0.308	0.689	0.264	0.242	0.221	5.17	33	-10.1	47.6	183	611
486	0.398	0.184	0.606	0.536	0.768	0.778	0.258	0.294	0.115	8.61	3.43	-13.9	39.4	41.9	404
487	0.14	0.176	0.446	0.38	0.873	0.362	0.225	0.343	0.252	1.3	31.7	-0.913	38.2	79.9	257
488	0.0485	0.555	0.61	0.051	0.347	0.794	0.307	0.293	0.288	6.67	9.81	0.045	54.4	102	679
489	0.248	0.361	0.128	0.349	0.165	0.859	0.259	0.337	0.174	8.45	38.3	-9.78	38.9	118	343
490	0.503	0.228	0.308	0.219	0.239	0.961	0.276	0.291	0.156	6.31	21.4	-7.24	39.8	69.9	369
491	0.598	0.499	0.252	0.458	0.733	0.442	0.321	0.366	0.219	2.2	32.6	-13.1	51	169	816
492	0.742	0.794	0.653	0.447	0.8	0.125	0.301	0.236	0.149	1.17	1.16	-4.85	60.1	17.4	1.14e+03
493	0.0797	0.429	0.734	0.993	0.915	0.678	0.394	0.207	0.324	3.33	5.13	-9.32	59.2	60.1	794
494	0.449	0.332	0.703	0.295	0.543	0.773	0.234	0.301	0.38	9.1	6.13	-7.84	50.4	80.7	648
495	0.432	0.651	0.734	0.393	0.329	0.84	0.381	0.236	0.304	3.61	5.27	-1.1	66.7	79	1.01e+03
496	0.195	0.228	0.309	0.683	0.381	0.237	0.23	0.268	0.12	4.7	35	2.14	34.3	70.4	245
497	0.134	0.448	0.776	0.813	0.487	0.212	0.287	0.36	0.249	5.86	18.1	-12.5	49.8	127	599
498	0.746	0.596	0.158	0.74	0.409	0.736	0.22	0.363	0.316	3.65	35.8	4.87	48.9	154	771
499	0.295	0.245	0.0572	0.981	0.882	0.0788	0.232	0.311	0.317	8.8	38.8	-11.4	37.1	90.9	309
500	0.49	0.717	0.693	0.836	0.0349	0.754	0.378	0.303	0.225	3.54	7.86	-2.54	67.4	92.9	999
501	0.243	0.629	0.125	0.826	0.0145	0.023	0.277	0.269	0.114	6.76	0.639	-5.03	45.6	38.4	537
502	0.294	0.0719	0.54	0.074	0.44	0.368	0.324	0.393	0.224	7.56	8.86	-10.8	45.8	36.1	284
503	0.689	0.272	0.288	0.105	0.598	0.711	0.281	0.276	0.293	3.83	17.7	-7.19	44.9	76.4	515
504	0.134	0.251	0.663	0.0332	0.536	0.0964	0.284	0.227	0.389	2.71	31.1	3.22	45.4	141	362
505	0.795	0.795	0.245	0.402	0.944	0.334	0.293	0.312	0.135	8.72	10.8	-12.5	56.3	162	1.06e+03
506	0.763	0.303	0.565	0.109	0.392	0.376	0.375	0.207	0.256	2.86	33.9	-12.7	46.8	156	552
507	0.0819	0.569	0.754	0.755	0.0704	0.287	0.25	0.343	0.324	3.21	32.6	-9.81	48.6	181	489
508	0.788	0.345	0.101	0.407	0.376	0.824	0.302	0.291	0.355	2.22	20.8	-10.6	47.8	64.5	585
509	0.261	0.401	0.131	0.312	0.295	0.605	0.392	0.395	0.178	7.53	25.5	-2.07	49	136	542
510	0.0412	0.702	0.468	0.919	0.0324	0.593	0.335	0.242	0.11	0.434	22.2	3.11	50.7	125	606
511	0.268	0.614	0.275	0.12	0.691	0.214	0.241	0.3	0.375	1.35	31.1	-2.57	46.1	164	623
512	0.508	0.749	0.269	0.959	0.407	0.0561	0.36	0.358	0.392	8.14	33.9	3.46	64.7	321	999
513	0.774	0.362	0.386	0.141	0.962	0.212	0.332	0.218	0.148	6.59	4.08	-11.1	45.3	55.4	609
514	0.174	0.113	0.0903	0.637	0.823	0.671	0.371	0.24	0.23	7.44	8.7	-14.6	42.5	29	231
515	0.694	0.342	0.609	0.55	0.563	0.162	0.275	0.349	0.353	3.74	9	-10.6	52.4	62	737
516	0.106	0.665	0.023	0.67	0.12	0.894	0.252	0.283	0.157	0.687	33.1	3.81	42.5	118	449
517	0.632	0.771	0.0217	0.901	0.0308	0.927	0.296	0.31	0.183	3.44	24.1	-10.2	55.8	129	808
518	0.488	0.651	0.185	0.505	0.49	0.386	0.389	0.27	0.126	0.728	32.5	-6.05	56.4	206	891
519	0.496	0.289	0.137	0.144	0.578	0.564	0.263	0.282	0.391	4.15	30.9	-10.2	42.4	89.8	411
520	0.0192	0.557	0.194	0.273	0.68	0.768	0.221	0.358	0.297	3.84	29.3	-13	41.3	130	453
521	0.246	0.762	0.00907	0.506	0.22	0.456	0.321	0.385	0.351	2.31	11.3	-4.28	60.3	70.1	756
522	0.132	0.725	0.0153	0.478	0.139	0.62	0.348	0.359	0.169	1.9	34.2	-4.49	56.3	183	652
523	0.0254	0.775	0.0861	0.0953	0.305	0.256	0.352	0.31	0.271	6.49	34.7	-6.57	59.5	258	727
524	0.444	0.294	0.779	0.905	0.931	0.0851	0.275	0.364	0.242	5.92	12.8	-12	47.3	86.5	619
525	0.486	0.423	0.759	0.614	0.0551	0.706	0.258	0.366	0.205	3.49	1.42	0.176	50.5	22.9	649
526	0.706	0.55	0.336	0.211	0.302	0.86	0.221	0.294	0.268	0.694	3.17	1.21	48.3	12.8	641
527	0.116	0.283	0.0609	0.561	0.804	0.00696	0.39	0.239	0.108	7.85	32.6	-12.6	41.9	140	422
528	0.524	0.553	0.677	0.691	0.588	0.361	0.303	0.278	0.192	3.36	36.6	-4.65	49.6	234	786
529	0.118	0.521	0.447	0.522	0.608	0.62	0.355	0.296	0.188	7.31	6.06	2.34	51.9	85.5	736
530	0.141	0.215	0.435	0.855	0.208	0.357	0.349	0.316	0.32	3.53	16.7	-0.924	48.6	65.6	354
531	0.34	0.397	0.0507	0.987	0.572	0.354	0.385	0.263	0.309	9.55	24	-12.4	48.6	154	598
532	0.334	0.456	0.53	0.398	0.345	0.152	0.364	0.348	0.204	0.756	38.6	-13.9	49.2	177	609
533	0.588	0.138	0.559	0.197	0.6	0.262	0.217	0.256	0.397	0.578	4.28	-14.2	43.9	10.1	403
534	0.251	0.0528	0.0832	0.438	0.284	0.934	0.387	0.244	0.257	2.27	20.6	4.87	42.5	17.7	146
535	0.715	0.217	0.667	0.913	0.907	0.0617	0.226	0.241	0.151	0.894	35.5	-12.4	37.2	78.7	452
536	0.697	0.247	0.00102	0.584	0.992	0.818	0.291	0.258	0.238	1.91	7.15	0.39	44.4	18.6	464
537	0.376	0.27	0.29	0.811	0.957	0.132	0.356	0.312	0.145	6.34	26.5	-10.4	44	113	503
538	0.257	0.746	0.0388	0.833	0.694	0.198	0.279	0.332	0.212	8.35	26.4	-7.57	50.8	224	829
539	0.618	0.458	0.028	0.183	0.836	0.295	0.292	0.21	0.299	9.14	35.2	-1.37	43.7	198	601
540	0.604	0.305	0.575	0.646	0.452	0.744	0.286	0.274	0.359	9.18	35.1	-12.7	45.7	212	596
541	0.492	0.291	0.422	0.402	0.648	0.787	0.244	0.35	0.261	9.75	14.6	-4.82	43.8	108	553
542	0.611	0.618	0.477	0.578	0.867	0.939	0.378	0.361	0.18	4.65	12.7	4.52	61.7	152	1.16e+03
543	0.178	0.581	0.304	0.489	0.734	0.815	0.252	0.335	0.31	3.84	16.3	-7.93	47.7	115	681
544	0.51	0.0496	0.559	0.132	0.103	0.224	0.298	0.256	0.143	4.56	30.6	-14.9	38	52.4	234
545	0.0253	0.637	0.232	0.216	0.0292	0.6	0.2	0.214	0.172	3.78	29.8	3.97	37	111	347
546	0.748	0.203	0.465	0.656	0.918	0.738	0.327	0.269	0.282	2.48	32.1	4.59	46.6	125	578
547	0.244	0.566	0.529	0.381	0.728	0.404	0.303	0.215	0.325	6.43	29.5	-8.82	49.7	240	735
548	0.641	0.0913	0.193	0.242	0.0488	0.648	0.345	0.25	0.314	2.73	28.3	-12.2	42.7	47.1	297
549	0.365	0.257	0.162	0.795	0.342	0.666	0.35	0.215	0.341	7.54	38.1	-14.5	42.3	130	393
550	0.0906	0.457	0.293	0.139	0.748	0.891	0.311	0.264	0.214	4.32	19.3	-13.7	45.4	119	585
551	0.509	0.119	0.186	0.55	0.55	0.828	0.307	0.205	0.143	5.49	33.3	-1.59	36.7	62	277
552	0.379	0.454	0.38	0.048	0.434	0.943	0.33	0.249	0.205	7.09	8.82	-4.67	47.6	83.9	623
553	0.156	0.065	0.497	0.888	0.319	0.861	0.299	0.377	0.129	1.37	37.1	4.07	38.3	49.8	180
554	0.0262	0.52	0.0666	0.259	0.76	0.669	0.214	0.396	0.282	0.207	17.1	0.13	43	60.1	446
555	0.038	0.718	0.191	0.112	0.317	0.319	0.304	0.38	0.279	4.17	12.5	3.39	55.5	95.4	669
556	0.185	0.503	0.602	0.382	0.064	0.708	0.343	0.308	0.359	7.95	11.1	-9.65	56.4	113	676
557	0.448	0.255	0.584	0.939	0.105	0.911	0.32	0.249	0.223	5.68	17	-8.58	44.4	88.3	474
558	0.708	0.599	0.762	0.258	0.0201	0.383	0.244	0.202	0.113	9.01	37.1	-8.1	42.1	197	547
559	0.306	0.178	0.166	0.0553	0.174	0.188	0.278	0.306	0.125	5.35	14.9	3.12	37.6	32.1	234
560	0.366	0.641	0.0375	0.914	0.757	0.444	0.221	0.259	0.334	7.32	12.6	2.18	45.2	106	665
561	0.471	0.769	0.607	0.652	0.857	0.332	0.324	0.232	0.394	8.92	9.16	-6.94	65.3	180	1.15e+03
562	0.245	0.191	0.737	0.773	0.794	0.772	0.345	0.344	0.159	7.08	27.7	-13.7	44.7	138	464
