dv1,dv2,of1,of2,nlc
4.8378463997,5.5448074292,111.8406709910,185.3688861140,135.8999311550
4.8378463997,11.4542835166,188.9792989450,262.5075140670,280.7376741600
4.8378463997,12.3694440221,201.8649726110,275.3931877330,303.1677136670
4.8429337865,1.6880109355,78.0304756832,151.7134138460,41.4592017936
4.8540495033,15.9117295760,253.6844890590,327.7060561000,392.6037191870
4.8588686645,2.2502415079,81.7363946982,155.9050137830,55.6324350822
4.8659298126,7.4991163833,136.6555267480,211.0398734770,185.9389577370
4.8693902720,4.0379908979,96.7705247071,171.2607075460,100.2635600950
4.8693902720,6.2451281148,121.1439734110,195.6341562490,155.0669117080
4.8693902720,7.6285102999,138.4458720370,212.9360548760,189.4163756750
4.8693902720,19.3783199412,305.6582866090,380.1484694480,481.1648651740
4.8729356913,0.3815119529,74.8269777001,149.4256731300,9.4867646592
4.8729356913,1.0898064268,76.4415336009,151.0402290310,27.0993792374
4.8729356913,4.4113986494,100.6264805340,175.2251759640,109.6948614220
4.8729356913,4.7170028019,103.8242447060,178.4229401360,117.2940851210
4.8729356913,5.7639410932,115.5468254270,190.1455208570,143.3274953640
4.8729356913,5.7728322157,115.6508027620,190.2494981920,143.5485840750
4.8729356913,6.0677367757,119.1362698400,193.7349652700,150.8817492250
4.8729356913,7.0084856576,130.6767034610,205.2753988910,174.2746290000
4.8729356913,7.1928376365,133.0036157210,207.6023111510,178.8587680420
4.8729356913,7.2689258621,133.9695602520,208.5682556820,180.7507954950
4.8729356913,7.4991163833,136.9106896110,211.5093850410,186.4747663560
4.8729356913,7.5031083112,136.9619368930,211.5606323230,186.5740305620
4.8729356913,7.9060186296,142.1744961300,216.7731915600,196.5928919380
4.8729356913,7.9676829595,142.9789750530,217.5776704830,198.1262514590
4.8729356913,8.7232371274,152.9655525190,227.5642479490,216.9140365440
4.8729356913,8.7968033314,153.9497359160,228.5484313460,218.7433508250
4.8729356913,8.8671849802,154.8931269440,229.4918223740,220.4934772210
4.8729356913,8.9544156049,156.0647696790,230.6634651090,222.6625741550
4.8729356913,8.9764644527,156.3613356350,230.9600310650,223.2108459140
4.8729356913,8.9940621466,156.5981508210,231.1968462510,223.6484342520
4.8729356913,9.2143778267,159.5717249040,234.1704203340,229.1268550220
4.8729356913,9.7908827149,167.4243592500,242.0230546800,243.4623592140
4.8729356913,9.8215395910,167.8446470970,242.4433425270,244.2246802000
4.8729356913,10.1603465575,172.5063319780,247.1050274080,252.6495327680
4.8729356913,10.2404215793,173.6124450650,248.2111404950,254.6406968240
4.8729356913,10.7041517416,180.0486618760,254.6473573060,266.1719185350
4.8729356913,10.8725279993,182.3977685930,256.9964640230,270.3588015910
4.8729356913,10.9883662737,184.0174426060,258.6161380350,273.2392629750
4.8729356913,11.3781617728,189.4878508520,264.0865462820,282.9320082140
4.8729356913,12.0083988886,198.3932385590,272.9919339890,298.6036304320
4.8729356913,12.7268563550,208.6257880220,283.2244834520,316.4689603350
4.8729356913,14.0581527790,227.7754746390,302.3741700690,349.5732858240
4.8729356913,14.0997462320,228.3771969360,302.9758923660,350.6075582660
4.8729356913,14.4193393059,233.0068820730,307.6055775030,358.5546337280
4.8729356913,15.5004825701,248.7431451720,323.3418406020,385.4385927560
4.8729356913,15.6159586346,250.4301319270,325.0288273570,388.3100473430
4.8729356913,16.9890708742,270.5689859230,345.1676813530,422.4541745930
4.8729356913,18.2625552072,289.3587733920,363.9574688220,454.1209312260
4.8747427924,10.1128559979,171.9268357640,246.5808704750,251.6551675650
4.8747427924,10.6180072812,178.9271192630,253.5811539740,264.2256947090
4.8747427924,18.2333657789,289.0413407500,363.6953754610,453.7314405860
4.8819951736,6.9432990006,130.1799051190,205.0562376160,173.2962548640
4.8876869189,4.9254608177,106.5491057030,181.6001313040,123.2202953100
4.8900739592,2.6254291565,85.2669743013,160.3913243900,65.7445530295
4.8939640517,3.6204065027,93.5950689394,168.8389905980,90.8045277534
4.8939640517,5.4937630545,113.1198848540,188.3638065130,137.7907589610
4.8939640517,5.5894414548,114.2224903550,189.4664120130,140.1904983130
4.8939640517,6.9436392127,130.6092647560,205.8531864150,174.1555483160
4.8939640517,7.6285102999,139.3481977370,214.5921193960,191.3330104590
4.8939640517,8.6419717170,152.6951355610,227.9390572200,216.7519476160
4.8939640517,8.6796220619,153.1991080150,228.4430296740,217.6962674830
4.8939640517,8.7232371274,153.7835811380,229.0275027960,218.7901903410
4.8939640517,8.8814823557,155.9100000380,231.1539216970,222.7591875290
4.8939640517,8.9544156049,156.8930393190,232.1369609780,224.5884487580
4.8939640517,9.5137806188,164.4913371820,239.7352588410,238.6180545190
4.8939640517,9.7084618219,167.1586221590,242.4025438170,243.5009135840
4.8939640517,10.1128559979,172.7332759390,247.9771975980,253.6436481510
4.8939640517,10.1771206922,173.6231980130,248.8671196720,255.2554906910
4.8939640517,10.2404215793,174.5008060370,249.7447276960,256.8431596890
4.8939640517,10.4645351276,177.6159423180,252.8598639770,262.4642204450
4.8939640517,10.5054536883,178.1860166790,253.4299383370,263.4905114380
4.8939640517,10.5923355606,179.3977571490,254.6416788080,265.6696223690
4.8939640517,10.6340998833,179.9808685910,255.2247902500,266.7171261770
4.8939640517,10.9883662737,184.9428415370,260.1867631950,275.6025903510
4.8939640517,11.6251481751,193.9272552210,269.1711768800,291.5739128530
4.8939640517,12.5745731837,207.4582776140,282.7021992730,315.3867331750
4.8939640517,15.0624773442,243.5003637940,318.7442854530,377.7866217580
4.9048515013,1.5954352643,79.4768957208,155.0559753980,40.1938429873
4.9048515013,1.6765678961,79.8724539781,155.4515336550,42.2378195347
4.9048515013,2.1126464578,82.2918673325,157.8709470090,53.2239583207
4.9048515013,3.7803257833,95.4222246614,171.0013043380,95.2378478604
4.9048515013,3.8746359869,96.3162378793,171.8953175560,97.6138073247
4.9048515013,3.8905093930,96.4680475925,172.0471272690,98.0137064659
4.9048515013,4.7111079212,104.7952245420,180.3743042180,118.6870669800
4.9048515013,5.6597947356,115.4042295940,190.9833092710,142.5873590910
4.9048515013,6.8448116197,129.7557045920,205.3347842690,172.4415209250
4.9048515013,6.9436392127,130.9965483360,206.5756280130,174.9312871020
4.9048515013,7.0084856576,131.8139495700,207.3930292470,176.5649653110
4.9048515013,7.1337265741,133.3996431960,208.9787228730,179.7201630450
4.9048515013,7.4991163833,138.0759799220,213.6550595990,188.9254382120
4.9048515013,7.5031083112,138.1274625540,213.7065422310,189.0260069590
4.9048515013,7.6977652347,140.6476674240,216.2267471000,193.9300040030
4.9048515013,7.9060186296,143.3643368250,218.9434165020,199.1765373110
4.9048515013,7.9318671152,143.7029470600,219.2820267360,199.8277388940
4.9048515013,8.1179829725,146.1499147590,221.7289944360,204.5165606300
4.9048515013,8.1358013061,146.3849837620,221.9640634390,204.9654583820
4.9048515013,8.1814957355,146.9884350090,222.5675146850,206.1166393560
4.9048515013,8.1984336899,147.2123486910,222.7914283670,206.5433576900
4.9048515013,8.3456995377,149.1642311030,224.7433107790,210.2534301060
4.9048515013,8.4192579558,150.1425260000,225.7216056760,212.1065892870
4.9048515013,8.4438236190,150.4697236920,226.0488033690,212.7254726930
4.9048515013,8.5154172725,151.4246665020,227.0037461790,214.5291335050
4.9048515013,8.6419717170,153.1175713030,228.6966509800,217.7174229870
4.9048515013,8.7232371274,154.2078530120,229.7869326890,219.7647446300
4.9048515013,8.8671849802,156.1450647480,231.7241444250,223.3912267100
4.9048515013,8.9544156049,157.3226013360,232.9016810130,225.5888301540
4.9048515013,8.9764644527,157.6206633630,233.1997430400,226.1443073610
4.9048515013,8.9940621466,157.8586744110,233.4377540880,226.5876465330
4.9048515013,9.0536050354,158.6647885490,234.2438682260,228.0877121120
4.9048515013,9.2143778267,160.8473538770,236.4264335540,232.1380653110
4.9048515013,9.4443166114,163.9834384410,239.5625181170,237.9309192210
4.9048515013,9.5137806188,164.9340849130,240.5131645900,239.6809278050
4.9048515013,9.7084618219,167.6060786620,243.1851583390,244.5855365250
4.9048515013,9.8125748941,169.0395421740,244.6186218510,247.2084599180
4.9048515013,9.8215395910,169.1631145470,244.7421942240,247.4343077650
4.9048515013,10.0651067635,172.5289807280,248.1080604040,253.5705020120
4.9048515013,10.1603465575,173.8494168140,249.4284964910,255.9698806700
4.9048515013,10.2080956056,174.5123100230,250.0913896990,257.1728237070
4.9048515013,10.4621292979,178.0486480960,253.6277277730,263.5727012640
4.9048515013,10.6180072812,180.2263237710,255.8054034480,267.4997394370
4.9048515013,10.6340998833,180.4514677530,256.0305474290,267.9051607910
4.9048515013,10.7041517416,181.4322237040,257.0113033810,269.6699791160
4.9048515013,10.8725279993,183.7940876850,259.3731673620,273.9118866480
4.9048515013,11.1127133347,187.1739013790,262.7529810550,279.9628821820
4.9048515013,11.2231078517,188.7313813510,264.3104610280,282.7440541810
4.9048515013,11.3781617728,190.9230685300,266.5021482070,286.6503317340
4.9048515013,11.4810779558,192.3803860670,267.9594657440,289.2431018650
4.9048515013,11.5221983621,192.9632274760,268.5423071530,290.2790493520
4.9048515013,11.5926476808,193.9625177200,269.5415973970,292.0538809110
4.9048515013,11.6613794079,194.9383338860,270.5174135630,293.7854411380
4.9048515013,12.1245566439,201.5362019430,277.1152816200,305.4542775460
4.9048515013,12.3857119830,205.2722161640,280.8512958410,312.0335709390
4.9048515013,12.5745731837,207.9807098280,283.5597895040,316.7915561840
4.9048515013,12.7268563550,210.1685576130,285.7476372890,320.6280301620
4.9048515013,13.2348537041,217.4908685090,293.0699481850,333.4260208710
4.9048515013,13.4976722642,221.2927371580,296.8718168350,340.0472158360
4.9048515013,13.7004471634,224.2319616450,299.8110413220,345.1557292570
4.9048515013,13.8682255027,226.6676591440,302.2467388210,349.3825734150
4.9048515013,14.5163634766,236.1067936130,311.6858732890,365.7111306060
4.9048515013,14.6386877329,237.8932789510,313.4723586280,368.7928488430
4.9048515013,14.8238592012,240.6004740640,316.1795537400,373.4578785610
4.9048515013,15.2056088462,246.1920452360,321.7711249130,383.0753075080
4.9048515013,16.3924633509,263.6570181180,339.2360977950,412.9757645640
4.9048515013,16.7418619882,268.8194035820,344.3984832590,421.7781737150
4.9048515013,18.5160674520,295.1555583070,370.7346379840,466.4757790860
4.9048515013,19.4610546247,309.2539048200,384.8329844970,490.2828660260
4.9068873026,5.0876367302,108.9617535870,184.6035857940,128.2793879580
4.9068873026,6.2510859344,122.5053556390,198.1471878460,157.6145311180
4.9068873026,8.4645780588,150.8246510930,226.4664833000,213.4253977410
4.9068873026,10.9883662737,185.5123518990,261.1541841050,277.0600526330
4.9068873026,11.5221983621,193.0556125850,268.6974447910,290.5200650510
4.9068873026,11.8094660769,197.1375356500,272.7793678560,297.7632171460
4.9068873026,11.9907635506,199.7212755090,275.3631077150,302.3344415080
4.9068873026,12.2061121521,202.7975639230,278.4393961300,307.7642291000
4.9068873026,16.8885875572,271.1110837820,346.7529159880,425.8279020690
4.9068873026,18.0869515697,288.8967836840,364.5386158910,456.0433852540
4.9072470679,11.5221983621,193.0719403200,268.7248648140,290.5626675600
4.9075575848,5.7639410932,116.7131090810,192.3756080900,145.3713957510
4.9075575848,12.7268563550,210.2995179260,285.9620169350,320.9819187800
4.9075575848,15.6579541488,252.9866995020,328.6491985100,394.9066467530
4.9075575848,15.9117295760,256.7228775020,332.3853765100,401.3070744240
4.9087544088,11.5172008851,193.0694558920,268.7688635820,290.6150950800
4.9211000534,3.2099137098,90.8348107907,166.9154692530,81.4041162153
4.9211000534,9.4086524795,164.1538299000,240.2344883630,238.6054919610
4.9211000534,10.8922867248,184.7847288650,260.8653873280,276.2307820610
4.9211000534,12.5745731837,208.7611155610,284.8417740230,318.8939358990
4.9221171089,6.8003361983,129.8104112470,205.9225205010,172.5293105630
4.9310802691,7.0084856576,132.7522194560,209.1417809370,178.4583820100
4.9310802691,8.1814957355,147.9837922070,224.3733536880,208.3269571640
4.9310802691,8.1984336899,148.2085853170,224.5981467980,208.7582514660
4.9310802691,8.9764644527,158.6587740180,235.0483354990,228.5693943960
4.9310802691,9.2143778267,161.8988075220,238.2883690030,234.6274271650
4.9310802691,9.8215395910,170.2496422040,246.6392036850,250.0877008070
4.9310802691,10.8725279993,184.9443861610,261.3339476420,276.8492153510
4.9310802691,11.0153038758,186.9609365330,263.3504980140,280.4847442170
4.9310802691,11.3033776224,191.0428143040,267.4323757850,287.8200199430
4.9310802691,11.5172008851,194.0834358620,270.4729973430,293.2646417000
4.9310802691,12.3857119830,206.5198613120,282.9094227930,315.3797023370
4.9310802691,14.4120147239,235.9697143160,312.3592757970,366.9758282730
4.9310802691,16.4543554543,266.1019880480,342.4915495290,418.9803325340
4.9310802691,17.3722399200,279.7526340990,356.1421955800,442.3525964770
4.9336845870,0.3267322762,76.6377773880,153.1080494730,8.3284353523
4.9531153845,4.5368002004,104.5185002530,181.5922987040,116.5561414180
4.9531153845,6.3167593751,124.9075136770,201.9813121280,162.2855463120
4.9531153845,6.9436392127,132.7202794220,209.7940778720,178.3908830650
4.9531153845,7.0084856576,133.5430368750,210.6168353250,180.0568703400
4.9531153845,7.4991163833,139.8471513080,216.9209497590,192.6617948940
4.9531153845,7.6335998008,141.5979994890,218.6717979400,196.1168441670
4.9531153845,7.9060186296,145.1723721420,222.2461705920,203.1156288020
4.9531153845,8.1179829725,147.9778074580,225.0516059080,208.5612611480
4.9531153845,8.1614475922,148.5555816350,225.6293800860,209.6779222610
4.9531153845,8.7968033314,157.0911968200,234.1649952710,226.0010156570
4.9531153845,8.9764644527,159.5331298360,236.6069282860,230.6167373410
4.9531153845,9.2143778267,162.7843356330,239.8581340840,236.7290331530
4.9531153845,9.8215395910,171.1645450190,248.2383434690,252.3277876370
4.9531153845,10.1603465575,175.8878973500,252.9616958010,261.0321675860
4.9531153845,10.1771206922,176.1225568110,253.1963552610,261.4631163450
4.9531153845,10.6340998833,182.5429409230,259.6167393730,273.2034903700
4.9531153845,11.2753412925,191.6343677800,268.7081662310,289.6777940800
4.9531153845,11.3781617728,193.1002879670,270.1740864170,292.3193824050
4.9531153845,11.5221983621,195.1573706370,272.2311690880,296.0198647550
4.9531153845,11.5260844731,195.2129269810,272.2867254310,296.1197038690
4.9531153845,12.4543551879,208.5619396150,285.6357380650,319.9681538620
4.9531153845,14.5929727399,239.8000894120,316.8738878630,374.9119465830
4.9531153845,14.7053449763,241.4565519110,318.5303503620,377.7989316150
4.9531153845,19.7322079631,316.5720434280,393.6458418780,506.9454065110
4.9560448225,11.5172008851,195.2193350030,272.3843284520,296.2415769500
4.9657469545,3.2671001662,92.7304082718,170.1978193920,84.3645972477
4.9657469545,3.8813641406,98.3238609344,175.7912720540,100.2264105280
4.9657469545,5.9640815696,121.0701180360,198.5375291560,154.0073196330
4.9657469545,6.3434699487,125.6755988660,203.1430099860,163.8040648130
4.9657469545,7.0084856576,133.9974291960,211.4648403160,180.9764132550
4.9657469545,8.0187310688,147.1392875810,224.6066987000,207.0634454560
4.9657469545,8.1984336899,149.5299908770,226.9974019970,211.7038110630
4.9657469545,8.7968033314,157.5885908640,235.0560019840,227.1551934030
4.9657469545,8.9284873050,159.3807556470,236.8481667660,230.5555989120
4.9657469545,9.0536050354,161.0893558950,238.5567670140,233.7864477980
4.9657469545,9.4443166114,166.4593309310,243.9267420500,243.8755858920
4.9657469545,9.7235685912,170.3273135580,247.7947246770,251.0865618670
4.9657469545,9.8917852761,172.6685498630,250.1359609830,255.4303322300
4.9657469545,10.0651067635,175.0892298320,252.5566409520,259.9059212050
4.9657469545,10.6340998833,183.0917560010,260.5591671210,274.5987291830
4.9657469545,14.8238592012,243.8876986560,321.3551097760,382.7886650400
4.9657469545,16.4763923532,268.4576408040,345.9250519240,425.4611533970
4.9657469545,19.4269598645,312.8115749920,390.2789861120,501.6520955440
4.9828957231,0.6949283279,78.7583130244,156.7617017490,18.0689214990
4.9828957231,4.6998845156,107.2265115520,185.2299002770,122.2023062770
4.9828957231,5.9463495603,121.4472799930,199.4506687180,154.6118054140
4.9828957231,6.2376478902,124.9767386700,202.9801273950,162.1858910370
4.9828957231,6.2603594113,125.2547153980,203.2581041230,162.7764162380
4.9828957231,7.3886948858,139.5090079200,217.5123966450,192.1144131170
4.9828957231,7.4991163833,140.9454413230,218.9488300480,194.9854967790
4.9828957231,8.0187310688,147.7889330640,225.7923217890,208.4960655480
4.9828957231,8.1179829725,149.1108598310,227.1142485560,211.0767271550
4.9828957231,8.1814957355,149.9591125370,227.9625012620,212.7281307360
4.9828957231,8.1846876481,150.0017898520,228.0051785770,212.8111240680
4.9828957231,8.4645780588,153.7611305580,231.7645192830,220.0885909040
4.9828957231,9.2033768209,163.8328477850,241.8362365100,239.2981932470
4.9828957231,9.8215395910,172.4040853030,250.4074740280,255.3711235310
4.9828957231,10.1771206922,177.3859902080,255.3893789330,264.6166338180
4.9828957231,11.5172008851,196.4435206470,274.4469093720,299.4602325550
4.9828957231,11.7689918688,200.0671777600,278.0705664850,306.0070825490
4.9828957231,12.1014703494,204.8700387770,282.8734275020,314.6518986030
4.9828957231,12.1245566439,205.2042624580,283.2076511830,315.2521683390
4.9828957231,12.4543551879,209.9886330810,287.9920218060,323.8273030140
4.9828957231,13.3314794550,222.7952547250,300.7986434500,346.6335247370
4.9828957231,17.8234174837,289.7104451470,367.7138338720,463.4289874640
4.9877851200,3.7091898004,97.3989307041,175.5554740080,96.6324844192
4.9877851200,4.8481268645,108.9936051370,187.1501484410,126.3042790750
5.0291647739,8.1814957355,151.7331103820,231.1918373050,216.6970784880
5.0375673291,1.6768930115,84.0254782640,163.7499407990,44.5631313574
5.0375673291,4.8159789316,110.2955742270,190.0200367620,127.9837773020
5.0375673291,5.4937630545,117.9630679860,197.6875305210,145.9957689380
5.0375673291,7.1928376365,138.9752122340,218.6996747690,191.1483715590
5.0375673291,13.2348537041,224.1142902540,303.8387527900,351.7138660980
5.0375673291,17.1814552775,283.3600387700,363.0845013060,456.5940958560
5.0375673291,17.3376554425,285.7330470350,365.4575095710,460.7450872570
5.0443231245,0.9196776063,81.2561695900,161.1946097350,24.5058644273
5.0443231245,7.1626529224,138.8316698360,218.7701099810,190.8571006380
5.0487826602,3.5301307419,97.7133831513,177.7932281580,94.2307742218
5.0487826602,3.5582070814,97.9692451080,178.0490901150,94.9802238610
5.0487826602,10.6048928157,186.2960432020,266.3758882090,283.0793910000
5.0487826602,14.1910419772,238.9080098540,318.9878548610,378.8054806740
5.0487826602,14.4994978488,243.5229880450,323.6028330520,387.0391801370
5.0487826602,18.9316608100,310.7738484930,390.8536935000,505.3481544620
5.0489879144,0.4642921781,80.4242556795,160.5106119820,12.3944896024
5.0489879144,0.7208956129,80.8985656276,160.9849219300,19.2446343051
5.0489879144,2.5038068940,89.3930035789,169.4793598810,66.8402570068
5.0489879144,2.5859857363,89.9796982793,170.0660545810,69.0340583555
5.0489879144,5.5448074292,118.9504053880,199.0367616900,148.0211411340
5.0489879144,5.7316992365,121.1587383430,201.2450946450,153.0103024250
5.0489879144,6.8448116197,134.9132602940,214.9996165960,182.7253407310
5.0489879144,6.9079379304,135.7203589150,215.8067152170,184.4105261350
5.0489879144,7.0084856576,137.0112003870,217.0975566890,187.0946931720
5.0489879144,7.1928376365,139.3942790470,219.4806353490,192.0160525940
5.0489879144,7.5031083112,143.4502874250,223.5366437270,200.2988685280
5.0489879144,7.9060186296,148.7952774760,228.8816337780,211.0547416350
5.0489879144,7.9318671152,149.1409917740,229.2273480760,211.7447786420
5.0489879144,8.0187310688,150.3051346250,230.3914909270,214.0636511560
5.0489879144,8.1179829725,151.6396843920,231.7260406940,216.7132255960
5.0489879144,8.1358013061,151.8797574750,231.9661137770,217.1888940670
5.0489879144,8.1984336899,152.7247828990,232.8111392020,218.8608938690
5.0489879144,8.4438236190,156.0523911100,236.1387474120,225.4116889680
5.0489879144,8.4544340002,156.1968618550,236.2832181570,225.6949378900
5.0489879144,8.4645780588,156.3350277390,236.4213840410,225.9657381210
5.0489879144,8.6419717170,158.7581200740,238.8444763760,230.7013420260
5.0489879144,8.7232371274,159.8724318900,239.9587881920,232.8707588980
5.0489879144,8.7968033314,160.8834228380,240.9697791400,234.8346419720
5.0489879144,8.8671849802,161.8526133480,241.9389696500,236.7135119080
5.0489879144,8.9544156049,163.0564353860,243.1427916880,239.0421728710
5.0489879144,8.9764644527,163.3611703850,243.4475266880,239.6307768300
5.0489879144,8.9940621466,163.6045155910,243.6908718940,240.1005552260
5.0489879144,9.2143778267,166.6605895760,246.7469458780,245.9819819090
5.0489879144,9.4021641786,169.2788357190,249.3651920220,250.9950234730
5.0489879144,9.5137806188,170.8406632800,250.9270195820,253.9746748060
5.0489879144,10.1603465575,179.9639517280,260.0503080310,271.2350448510
5.0489879144,10.1771206922,180.2022618180,260.2886181210,271.6828379610
5.0489879144,10.6180072812,186.4928573790,266.5792136810,283.4525047790
5.0489879144,10.6340998833,186.7234132100,266.8097695120,283.8821040690
5.0489879144,10.8725279993,190.1467251000,270.2330814020,290.2470504180
5.0489879144,10.9883662737,191.8147741670,271.9011304690,293.3394055240
5.0489879144,11.1575370241,194.2562915910,274.3426478930,297.8554951880
5.0489879144,11.2135345727,195.0658628720,275.1522191740,299.3503750660
5.0489879144,11.3781617728,197.4498384800,277.5361947820,303.7451726000
5.0489879144,11.5221983621,199.5403079120,279.6266642140,307.5902944690
5.0489879144,12.3857119830,212.1568784390,292.2432347410,330.6421809760
5.0489879144,12.8789283209,219.4212747490,299.5076310510,343.8088140990
5.0489879144,13.1258484130,223.0722679990,303.1586243010,350.4004575910
5.0489879144,13.3157306878,225.8859453870,305.9723016890,355.4694507630
5.0489879144,13.3230410858,225.9943730740,306.0807293760,355.6646051410
5.0489879144,13.4311334479,227.5984632680,307.6848195700,358.5501796160
5.0489879144,14.9501174665,250.2951228400,330.3814791430,399.1001447260
5.0489879144,16.8348782122,278.7834295180,358.8697858200,449.4146849360
5.0489879144,19.0609980650,312.7700141000,392.8563704020,508.8419608350
5.0568022556,5.0012881332,112.9881752740,193.3226234390,133.9252407660
5.0568022556,6.8448116197,135.1957953640,215.5302435300,183.2913880870
5.0568022556,7.0084856576,137.2958540950,217.6303022600,187.6742759270
5.0568022556,7.2689258621,140.6719493930,221.0063975590,194.6483826280
5.0568022556,7.4991163833,143.6890653000,224.0235134650,200.8124587930
5.0568022556,7.5031083112,143.7416496940,224.0760978590,200.9193552360
5.0568022556,7.9060186296,149.0924224020,229.4268705680,211.7085479320
5.0568022556,8.1358013061,152.1803191410,232.5147673070,217.8617027690
5.0568022556,8.6419717170,159.0664908430,239.4009390090,231.4160096480
5.0568022556,8.7232371274,160.1820907140,240.5165388790,233.5921469490
5.0568022556,8.8671849802,162.1645759250,242.4990240900,237.4468040560
5.0568022556,8.9764644527,163.6749004000,244.0093485650,240.3731060940
5.0568022556,8.9940621466,163.9185316900,244.2529798560,240.8443397720
5.0568022556,9.1863996485,166.5887058860,246.9231540520,245.9947821300
5.0568022556,9.7084618219,173.9003405230,254.2347886880,259.9746409980
5.0568022556,9.8215395910,175.4955342050,255.8299823710,263.0026543920
5.0568022556,10.1603465575,180.2977617950,260.6322099610,272.0752779540
5.0568022556,10.1771206922,180.5363676370,260.8708158020,272.5244582400
5.0568022556,10.6180072812,186.8348375670,267.1692857330,284.3305851830
5.0568022556,10.6340998833,187.0656843830,267.4001325490,284.7615152880
5.0568022556,10.9009668841,190.9030826130,271.2375307780,291.9077197000
5.0568022556,11.1804710474,194.9400619940,275.2745101600,299.3923239400
5.0568022556,11.3781617728,197.8058174030,278.1402655680,304.6861157180
5.0568022556,11.5172008851,199.8262982920,280.1607464570,308.4093258390
5.0568022556,11.5221983621,199.8989945420,280.2334427070,308.5431490230
5.0568022556,12.8806247808,219.8313012690,300.1657494350,344.9192945980
5.0568022556,13.0854173997,222.8628736240,303.1973217890,350.4032619390
5.0622956525,4.6120358559,108.9113662140,189.4204499260,123.7702602700
5.0627658307,6.8840794391,135.9142564990,216.4382960240,184.7779616150
5.0862478675,0.5501565992,81.7467963187,163.0195386760,14.9042451800
5.0948591973,10.0651067635,180.5655033400,262.1136781440,273.5970285920
5.0950294245,12.1245566439,210.5109439640,292.0645681610,329.6005120320
5.0958704972,1.6133311492,85.5714617151,167.1520134090,43.8721484041
5.0983626652,1.8074976568,86.6403810317,168.3007472160,49.2003068444
5.0983626652,3.6692784837,100.6102235540,182.2705897380,99.8782082036
5.0983626652,6.9783438030,138.4246792150,220.0850454000,189.9513701040
5.0983626652,7.2689258621,142.2092915100,223.8696576950,197.8610492210
5.0983626652,7.5031083112,145.2961011520,226.9564673360,204.2355240720
5.0983626652,7.9060186296,150.6774934310,232.3378596160,215.2027921190
5.0983626652,8.0187310688,152.1978370590,233.8582032430,218.2708384720
5.0983626652,8.1179829725,153.5417263800,235.2020925640,220.9724874040
5.0983626652,8.1358013061,153.7834864540,235.4438526390,221.4575046190
5.0983626652,8.1984336899,154.6344663230,236.2948325080,223.1623657510
5.0983626652,8.5154172725,158.9685201500,240.6288863350,231.7906975610
5.0983626652,9.0536050354,166.4233193800,248.0836855650,246.4402341610
5.0983626652,9.2143778267,168.6718364730,250.3322026570,250.8164891620
5.0983626652,9.4443166114,171.9036131420,253.5639793270,257.0754509490
5.0983626652,10.0651067635,180.7150187270,262.3753849120,273.9734346660
5.0983626652,10.6180072812,188.6575597720,270.3179259560,289.0234542430
5.0983626652,10.6340998833,188.8899499970,270.5503161820,289.4614968390
5.0983626652,10.7041517416,189.9023184010,271.5626845850,291.3683169700
5.0983626652,11.6613794079,203.8509462390,285.5113124230,317.4241708900
5.0983626652,12.5756857789,217.3482023290,299.0085685130,342.3117019090
5.0983626652,15.4002086890,259.8306103950,341.4909765790,419.1955602870
5.0983626652,17.1569451025,286.6788930720,368.3392592560,467.0141398920
5.0983626652,17.9322622521,298.6036241130,380.2639902980,488.1183673400
5.0991711743,7.1337265741,140.4717254470,222.1579934310,194.2425002160
5.0991711743,7.1786770072,141.0581617890,222.7444297720,195.4664445910
5.0991711743,11.2231078517,197.4757048020,279.1619727850,305.5912651920
5.0991711743,17.2267375315,287.7999304660,369.4861984500,469.0626328240
5.0991711743,18.9601577441,314.5252607010,396.2115286840,516.2615088300
5.1076515648,4.0199651122,104.2978519530,186.2560494200,109.8230314920
5.1076515648,4.7438905224,111.8552085930,193.8134060600,129.6002387320
5.1076515648,6.0813922836,127.4346402060,209.3928376730,166.1399832170
5.1076515648,9.7084618219,176.0274319840,257.9856294510,265.2293436990
5.1076515648,10.6340998833,189.2985808290,271.2567782960,290.5172193730
5.1076515648,13.8661145577,237.1127628910,319.0709603580,378.8139183380
5.1076515648,17.8234174837,297.5091097170,379.4673071830,486.9250565550
5.1165147895,2.1696368615,89.3316334888,171.5745192020,59.4790654798
5.1165147895,5.4890207693,120.6172541200,202.8601398330,150.4776359340
5.1165147895,6.1691409751,128.8299424090,211.0728281220,169.1226520540
5.1165147895,7.1434432488,141.2387501430,223.4816358560,195.8324622350
5.1165147895,7.1786770072,141.6995610440,223.9424467570,196.7983708910
5.1165147895,7.7902054544,149.8128547720,232.0557404850,213.5629922880
5.1165147895,8.9249046375,165.3613215500,247.6042072630,244.6699707000
5.1165147895,10.1771206922,183.0973206160,265.3402063290,278.9985913250
5.1165147895,13.4976722642,232.0264038080,314.2692895220,370.0291724730
5.1165147895,14.1926106038,242.5039097710,324.7467954840,389.0804172880
5.1165147895,19.4162704141,322.7515687440,404.9944544570,532.2833695470
5.1176654944,3.7729093450,102.2230032470,184.5028859940,103.4781795070
5.1176654944,5.8714752206,125.2246631330,207.5045458800,161.0347642340
5.1176654944,6.3167593751,130.7061577620,212.9860405090,173.2474069070
5.1176654944,9.8866466665,178.9867988780,261.2666816250,271.1573761600
5.1176654944,10.2487643670,184.1766118110,266.4564945580,281.0890434710
