dv1,dv2,of1,of2,nlc
2.4182070850,9.2143778267,72.3723413679,90.7435128569,56.4263050726
2.4313762609,10.7604136182,84.2643604690,102.8361698240,66.6134501002
2.4322708149,18.7916220812,144.7884186490,163.3738964290,116.4170915470
2.4325150822,1.4674038447,21.7096610711,40.2988720310,9.0926265441
2.4325150822,4.2890379505,37.6811784479,56.2703894078,26.5766104254
2.4484515248,12.1014703494,94.9711210279,113.8047015400,75.9713387147
2.4496910965,4.5440119619,39.7284762961,58.5811312995,28.5555632833
2.4597317551,15.8704728148,124.1029121170,143.1104282810,100.5527561870
2.4685901368,15.7071143834,123.3087046760,142.4533732150,100.2358328580
2.4725609517,5.7670855270,48.7410871962,67.9473950279,36.9214733074
2.4760203354,6.0545642143,50.8823578412,70.1424467282,38.8704816468
2.4760203354,14.2616786874,112.5960622000,131.8561510870,91.5603997326
2.4787561654,6.8448116197,56.6896671966,75.9923417097,44.0410569324
2.4968763825,12.1856494957,97.5722638132,117.1581828820,79.5557149395
2.5003665371,2.2145929198,26.2369144708,45.8776265296,14.4987272883
2.5003665371,12.1565567852,97.4903057763,117.1310178350,79.5878104815
2.5022861094,10.1603465575,82.2587589818,101.9296396080,66.6209880833
2.5085227622,17.7694677365,141.4253705560,161.1944280750,117.0952099170
2.5244709070,14.7556627797,118.7253967950,138.7466202520,98.4754739254
2.5314073416,7.8385090492,65.5069871214,85.6383855079,52.6000494753
2.5381153368,0.5926989208,20.7827163123,41.0209487473,3.9983928410
2.5466616091,3.5589549521,35.0125839780,55.3873371126,24.1709428553
2.5466616091,12.0109176785,98.2305009629,118.6052540980,81.5731608730
2.5478243374,8.1846876481,68.6128512686,89.0062136366,55.6377670252
2.5496921887,19.3401679580,156.2570101860,176.6802849220,131.6631878850
2.5504436915,10.7881555850,88.8223441072,109.2576598350,73.4864551648
2.5504436915,19.4938017426,157.5243528590,177.9596685860,132.7873311120
2.5558065495,13.3078462413,108.8054764210,129.3268218210,91.0316364157
2.5569662557,0.5127890783,20.9489463724,41.4889192620,3.5108912554
2.5574646390,3.5492047312,35.1481022161,55.6960828587,24.3096633708
2.5574646390,6.4902742982,56.0485894699,76.5965701125,44.4540102151
2.5645290001,13.7004471634,112.2976028140,132.9592576290,94.3579700322
2.5715747814,3.7624241336,36.8175656375,57.5929079789,26.0552164697
2.5715747814,15.3390877300,125.6514520950,146.4267944360,106.2249329310
2.5733449881,8.6118305794,72.6633160002,93.4672706216,59.7200441936
2.5778990204,13.1288211761,108.3568199100,129.2344729390,91.3663243995
2.5778990204,13.1522595105,108.5430895800,129.4207426090,91.5294368710
2.5801457104,11.5221983621,95.7092365815,116.6232960440,80.3253138923
2.5850611239,7.0084856576,60.6657099377,81.6595316950,49.0449662283
2.5852571440,17.4135471123,142.9799175780,163.9769232970,121.8774494340
2.5923873124,7.7879992071,66.8488597655,87.9618451581,54.8093044988
2.5988984819,4.4940692673,42.3863560023,63.6055314416,31.7868147397
2.5988984819,13.2535892880,110.2721327830,131.4913082230,93.7434121007
2.6032200188,0.6323482379,21.9089056992,43.1987077463,4.4875229362
2.6056684566,6.0810183855,54.1562807981,75.4861495842,43.2357747495
2.6065114525,1.7708592311,25.8036255549,47.1472980168,12.5988798018
2.6065114525,9.8049683356,83.0774679929,104.4211404550,69.7580108848
2.6079068531,13.8661145577,115.5966360170,136.9631673440,98.7569236900
2.6153686003,13.7764437654,115.2148029460,136.7037770950,98.6805479771
2.6312359994,12.7017227061,107.2250988960,128.9756105350,92.0896558515
2.6319057320,10.1603465575,86.7823324590,108.5439178920,73.7017498795
2.6419249096,6.8926807711,61.2666346956,83.1942201430,50.3799488569
2.6469727851,11.6899020745,99.6707431025,121.6822018380,85.7705990459
2.6469727851,17.3903752199,146.2789017290,168.2903604650,127.5958421840
2.6489238966,4.6637066848,44.6340527575,66.6779732084,34.2687930552
2.6489238966,11.0930590849,94.9101211626,116.9540416130,81.5115040078
2.6554277086,2.7707381559,32.0155128741,54.1678135774,20.4594082668
2.6559565462,14.8486498906,125.8625084600,148.0236334550,109.6875954130
2.6674165915,6.7514949789,60.8326794197,83.1854607234,50.3048969120
2.6721028717,12.5153345859,107.4298999670,129.8612917230,93.5787910175
2.6721028717,16.4724360949,140.0880381580,162.5194299140,123.1665557390
2.6730324480,1.6819506053,26.5210123817,48.9680138047,12.5849158770
2.6766038931,16.6445388257,141.7587073120,164.2657317930,124.8730142720
2.6865724859,13.4311334479,115.6058788340,138.2808632920,101.5169140620
2.6865724859,17.6189374354,150.4247134660,173.0996979240,133.1697108390
2.6865724859,18.8205811283,160.4581213790,183.1331058370,142.2521281930
2.6902510378,17.1794112014,146.9642684770,169.7013902580,130.2034548730
2.6986838797,9.0900690803,80.3917202201,103.2716086510,69.3265887955
2.6986838797,10.5053311542,91.9577630548,114.8376514860,80.1202682462
2.6988473408,3.3543441088,36.5030530529,59.3857132680,25.5854388285
2.7296691587,3.7305140606,39.6405876487,63.0488889278,29.1083323519
2.7296691587,12.5607968367,110.2293853820,133.6376866610,98.0089722190
2.7302404413,0.2933381499,23.5528752921,46.9709756737,2.2898074136
2.7303470498,8.2833113653,74.8115830995,98.2315123437,64.6648553610
2.7327593801,2.2122245199,30.1852012275,53.6465329479,17.3005777672
2.7327593801,13.9500310430,122.0404012910,145.5017330110,109.0954352700
2.7408088011,8.4438236190,76.4398455193,100.0395928420,66.4240346167
2.7524965130,19.7322079631,172.2808640730,196.0823147430,156.5517248160
2.7527679423,9.7084618219,87.2693077541,111.0754528750,77.0403503446
2.7551519185,5.9509072108,56.7610801678,80.6084767569,47.3045481070
2.7551519185,19.2277041540,168.1265179270,191.9739145170,152.8435621530
2.7584997438,6.2259013607,59.0128842065,82.9182706448,49.6108593185
2.7584997438,19.8883236385,174.0037887550,197.9091751940,158.4793540640
2.7603602189,10.8786892569,97.3288037839,121.2664471590,86.8033946075
2.7624745075,8.6440257396,78.7555430535,102.7298703850,69.0782341816
2.7720259050,2.6113841229,33.1652204138,57.3056192874,21.0132847797
2.7726121586,12.8789283209,114.7510124900,138.9016233120,103.6779952250
2.7797206178,13.6482474644,121.6336029190,145.9082077880,110.4352714530
2.7816698760,7.4991163833,69.8970240603,94.2056856343,60.7644940881
2.8012047488,2.9299239735,35.6721594901,60.3234455023,24.0754646214
2.8012047488,4.5037799908,46.6751402010,71.3264262132,37.0079895634
2.8012047488,10.6317764011,96.7552409127,121.4065269250,87.3623202942
2.8026211321,19.6786529942,175.0128818210,199.6891031740,161.8649324040
2.8173914705,5.6093966987,55.5599512357,80.4969545847,46.6271814205
2.8173914705,17.2975404082,155.1197497750,180.0567531240,143.7829410300
2.8203869857,1.3283269207,27.6229559765,52.6130147035,11.0649892520
2.8203869857,7.3980247916,70.1522515889,95.1423103158,61.6256913349
2.8280135025,6.2627494923,61.0510200224,86.1764110868,52.4513433775
2.8290019989,0.4844931143,25.5090126306,50.6519712921,4.0605301147
2.8303042207,15.3027633463,138.3747282040,163.5408393720,128.3703478530
2.8368786736,12.8614510469,117.3805985050,142.6637611020,108.3927193500
2.8775083660,3.4575157349,40.6642136513,66.6767717136,29.9796096020
2.8775083660,11.2024986051,104.5576029980,130.5701610600,97.1352151360
2.8775083660,16.4249743784,150.7424606230,176.7550186850,142.4185332300
2.8782827421,0.0880401209,26.0387330973,52.0652937000,0.7637938477
2.8784283404,13.4311334479,124.2135656680,150.2427594510,116.5338584150
2.8798175570,5.5669238910,56.7051688465,82.7594936463,48.3474810638
2.8837609677,7.9347788300,76.4862212860,102.6119486980,69.1006229280
2.9091134448,12.6723700541,118.8284858380,145.4155992210,112.3072464850
2.9117460423,9.7235685912,92.8489279507,119.4841830360,86.3299099219
2.9180680788,11.1253645789,105.4403713310,132.1914138900,99.2050337790
2.9279692531,8.3265887985,81.1893916609,108.1222778810,74.7530229028
2.9363463786,11.3781617728,108.4001618180,135.4873822580,102.7342587130
2.9372922345,5.7222570319,59.3539766879,86.4586506085,51.6999703135
2.9372922345,6.2715225882,63.9050492378,91.0097231584,56.6625249132
2.9372922345,19.3110618644,180.2477271040,207.3524010250,174.4733449650
2.9476156519,10.6656794952,102.4687723520,129.7643054410,97.0418025276
2.9571278128,11.6635677086,111.7839312930,139.2559178090,106.8071249390
2.9649403798,10.6656794952,103.1141404640,130.7314776490,98.1858889733
2.9745815289,9.9671978457,97.2021046702,124.9993414390,92.3535194795
2.9788329839,7.4497795233,75.0838887283,102.9606413240,69.2252202200
2.9788329839,13.8517658943,132.5922830130,160.4690356080,128.7140836140
2.9788329839,19.5486212706,185.0532194200,212.9299720150,181.6506929130
2.9952363870,11.5172008851,111.9796790840,140.1642922660,108.2026172950
2.9959998899,1.4438656072,31.3028740427,59.5018578944,13.5718476475
3.0011146995,9.2143778267,91.3674986685,119.6628480450,86.9080132987
3.0068905712,2.4556271464,36.6729352220,65.0773024745,23.2501784337
3.0068905712,5.9640815696,63.0945267428,91.4988939953,56.4686544085
3.0068905712,12.2061121521,118.7512096010,147.1555768540,115.5689640970
3.0068905712,13.8517658943,133.8971425810,162.3015098330,131.1502151850
3.0068905712,16.6439311004,159.7708165630,188.1751838150,157.5867771670
3.0068905712,18.0163601032,172.5442331530,200.9486004050,170.5811029740
3.0068905712,19.5486212706,186.8363435990,215.2407108510,185.0887392830
3.0113630570,8.9764644527,89.5728851936,118.0618132930,85.2432834597
3.0116236922,8.6419717170,86.5869009759,115.0807607560,82.0810434432
3.0122548030,5.1365064388,56.3501249190,84.8559282004,48.8067473659
3.0205033221,10.3942820758,102.7134428720,131.3755759540,99.3074320483
3.0220791712,0.6514160338,29.3510364333,58.0430843814,6.2301533588
3.0423738030,18.9323104354,183.2746588690,212.3533609730,183.5090050990
3.0506250090,15.1402749844,148.0178400680,177.2544844500,147.5502785220
3.0549956360,0.7989508476,30.3065716750,59.6270506836,7.8085405188
3.0549956360,2.8812299589,40.3034153427,69.6238943512,28.1596808430
3.0549956360,4.6637066848,53.5085321498,82.8290111584,45.5807046512
3.0549956360,9.9124257499,99.5508037719,128.8712827800,96.8790237080
3.0594796515,2.3265076253,36.9430354443,66.3496487619,22.8049033727
3.0594796515,5.1186782704,57.3173564880,86.7239698056,50.1743308651
3.0606902871,11.1909611203,111.5579582860,140.9878485910,109.7829193920
3.0738111460,5.5870032150,61.5781070354,91.2608639065,55.2792193566
3.0750031365,14.1504213652,139.8892581900,169.5950408240,140.1164470840
3.0754685463,11.7438461500,117.2938326200,147.0086080320,116.3219169370
3.0761994762,10.6317764011,106.9616971870,136.6905985750,105.3570107370
3.0764822816,1.2699595007,32.1681408323,61.9025086284,12.5871476262
3.0786223631,7.2689258621,76.3489880250,106.1247382160,72.1459068759
3.0786223631,14.5403597944,143.7487673730,173.5245175650,144.3167069770
3.0927103307,4.2182736957,50.8202466180,80.8691316967,42.2514738372
3.0985745756,17.6189374354,174.1429496950,204.3058972400,177.1463618910
3.1025415022,19.6691275200,194.0837858450,224.3240145980,198.2663051930
3.1034991579,11.6801406311,117.8320071880,148.0909072120,117.8094025440
3.1061210777,10.2404215793,104.4234331090,134.7334818010,103.4625588990
3.1061210777,10.8414890854,110.0494033470,140.3594520390,109.5353540250
3.1061210777,16.2919434515,161.8430810090,192.1531297010,164.6031997690
3.1178528504,12.1245566439,122.6241036890,153.1635459710,123.4257326060
3.1196332039,3.5589549521,46.3831950148,76.9575244631,36.2708870655
3.1196332039,15.8970699068,158.7726965480,189.3470259960,162.0140841970
3.1196332039,17.3903752199,173.1570299100,203.7313593580,177.2330204010
3.1216978715,6.6429263477,71.9827124800,102.5975253530,67.7906490218
3.1338539967,2.0416170554,36.8235546170,67.6772644731,20.9971534220
3.1368355421,7.1928376365,77.3302926093,108.2427387670,74.1160687210
3.1368355421,7.9347788300,84.0830896558,114.9955358140,81.7611411194
3.1368355421,11.7376954908,119.7303545060,150.6428006640,120.9469599600
3.1368355421,11.9962301627,122.1935160490,153.1059622070,123.6109396680
3.1368355421,14.8352952650,149.4291764880,180.3416226460,152.8650887060
3.1368355421,16.4543554543,165.0723271760,195.9847733340,169.5481256820
3.1368355421,17.3097950860,173.3604470980,204.2728932560,178.3627028670
3.1368355421,18.5160674520,185.0694797250,215.9819258830,190.7923127230
3.1368355421,19.4370439739,194.0238096780,224.9362558360,200.2821917710
3.1374889999,15.6066290548,156.9078116300,187.8331383390,160.8800341120
3.1380604222,3.7091898004,47.8980560950,78.8346485192,38.2498976931
3.1488054586,10.8744403771,111.9918021840,143.1406173690,112.9086445150
3.1488054586,16.8507049777,169.5769623190,200.7257775040,174.9598316960
3.1581866057,7.5787232945,81.4617348829,112.7964281160,79.1589898438
3.1723989375,18.7696201907,189.7183968580,221.3357466660,197.8152157720
3.1743944079,10.6317764011,110.6521814110,142.3093189800,112.1905360460
3.1769331979,8.8671849802,94.0087793862,125.7165741540,93.7196271734
3.1984971385,2.5956342940,41.3911358835,73.5308349294,27.8076350143
3.1984971385,16.4644172399,168.5335745920,200.6732736380,176.3871383520
3.2156085331,6.1752383626,70.3341368637,102.8186391900,66.8665149848
3.2180816649,14.1910419772,147.1126958310,179.6471851800,153.8994346860
3.2203798197,4.2679438667,54.0922585264,86.6732327075,46.3512563088
3.2203798197,7.9318671152,86.6095113373,119.1904855180,86.1426525623
3.2285568599,11.4095401817,120.2687521570,153.0153926160,124.5413700450
3.2285568599,18.1562610521,187.0443699750,219.7910104350,198.1855175850
3.2369472614,7.4001303908,82.1375349401,115.0546010690,81.1968604786
3.2397421791,8.5154172725,92.7301537509,125.7040884050,93.5956042308
3.2397421791,11.2157495279,118.8203076450,151.7942422990,123.2757973420
3.2397421791,12.5745731837,132.1628765090,165.1368111630,138.2110514860
3.2504328169,13.4976722642,141.7721882660,174.9640995320,149.3378466970
3.2661171133,6.7180687220,76.6476073212,110.1606129200,75.0475582314
3.2675428005,9.4936541419,103.0659013310,136.6081707250,106.1462349210
3.2728865572,5.5448074292,66.2030598876,99.8551293992,62.1980816787
3.2728865572,13.3475539150,141.3061762970,174.9582458080,149.7242707190
3.2728865572,14.2616786874,150.4515018450,184.1035713570,159.9783341800
3.2937173654,5.3385192740,64.9081949653,98.9899956065,60.6487832046
3.2953730427,0.0456178654,34.1193422104,68.2354157664,0.5187674840
3.3016633863,2.5284181268,43.1349082532,77.3813504457,28.8631084056
3.3016633863,4.4106260056,57.1471983751,91.3936405677,50.3494161776
3.3049741403,2.7511807171,44.6486274158,78.9637855117,31.4690670864
3.3049741403,15.2589290753,162.1052845980,196.4204426940,174.5375211980
3.3061286310,10.1771206922,111.1425775490,145.4817137150,116.4911777450
3.3157744414,5.7639410932,69.2677914725,103.8075925380,66.3617929053
3.3157744414,15.0396121363,160.4271304430,194.9669315090,173.1550704320
3.3184040540,10.1771206922,111.5948473820,146.1894545340,117.3578307630
3.3271475012,1.0643264656,36.5132018590,71.2903513454,12.3380801991
3.3271475012,8.2083595862,92.5785367110,127.3556861970,95.1544494553
3.3271475012,11.3886321482,124.0161651990,158.7933146860,132.0213875540
3.3370755209,7.7869840655,88.8171931393,123.8021983680,90.8092260810
3.3370755209,9.1169205164,101.7809554600,136.7659606880,106.3185039780
3.3430469331,5.8067473703,70.3700470322,105.4803696520,67.9589245142
3.3533946673,8.9544156049,100.7328998770,136.0609128690,105.4472369440
3.3635300646,17.8492332519,191.9295806130,227.4714691520,211.4651529180
3.3708893803,9.1169205164,102.9359138020,138.6335019300,108.4840245310
3.3708893803,15.9735086635,172.8844427240,208.5820308520,190.0719110760
3.3807958399,5.9994643675,73.1416826810,109.0493971660,71.8090178582
3.3812950660,7.6186120080,88.5424659941,124.4607859080,91.2159144669
3.3812950660,13.6930838384,149.8259793010,185.7442992150,163.9441886370
3.3856824755,7.5011210365,87.5357696216,123.5473618540,90.0424373496
3.3899103447,8.1814957355,94.3136743026,130.4152616040,98.4549941839
3.3916387723,14.4509594117,158.1610986200,194.2995098370,174.0782379040
3.3923971203,13.4976722642,148.3256774990,184.4802511440,162.6675286370
3.4064175484,8.6419717170,99.4079994978,135.8620369550,105.0115868910
3.4064175484,9.2143778267,105.1309043240,141.5849417810,111.9670914790
3.4064175484,11.4835468640,128.1848417510,164.6388792080,139.5405491740
3.4064175484,14.1831258285,156.0980872130,192.5521246700,172.3440667370
3.4064175484,18.3998910237,200.2538232390,236.7078606960,223.5834388620
3.4106696134,1.4674038447,39.7839349781,76.3290368313,17.8754743212
3.4106696134,6.9436392127,82.8914935958,119.4365954490,84.5853340870
3.4106696134,7.4693631229,87.9826323064,124.5277341600,90.9895453687
3.4106696134,8.1984336899,95.1441438448,131.6892456980,99.8708647443
3.4106696134,9.2033768209,105.1674035850,141.7125054380,112.1127811040
3.4106696134,10.1771206922,115.0079671680,151.5530690210,123.9746374230
3.4106696134,17.7077656135,193.2249531820,229.7700550350,215.7106993130
3.4106696134,19.3695800469,210.7367232350,247.2818250880,235.9544252230
3.4245732769,1.0643264656,38.5820361841,75.4256990346,13.0712284875
3.4245732769,8.2083595862,95.6881029326,132.5317657830,100.8086777160
3.4251124661,7.7555096465,91.2276956546,128.0829612760,95.2771226831
3.4341850101,7.3098405764,87.1341865651,124.1849575140,90.2784096227
3.4349148038,8.9764644527,103.7156682490,140.7821880830,110.9087658890
3.4395622525,4.2679438667,59.2305678785,96.3974577618,52.8753999070
3.4395622525,7.5031083112,89.1894302344,126.3563201180,92.9557334618
3.4395622525,8.6870851688,100.9602254150,138.1271152980,107.6239792910
3.4395622525,9.2049482508,106.1831024000,143.3499922830,114.0397660060
3.4395622525,11.6912802736,131.6862951720,168.8531850550,144.8428421740
3.4395622525,12.2821531968,137.8232961850,174.9901860680,152.1631451310
3.4395622525,13.2348537041,147.7625889320,184.9294788150,163.9661167470
3.4395622525,15.3878976197,170.3802750580,207.5471649410,190.6400987890
3.4395622525,19.6508879492,215.5698541050,252.7367439880,243.4541295060
3.4399270748,8.7968033314,102.0757416880,139.2505163140,109.0063937560
3.4479127840,11.7552485465,132.6963054800,170.0438811670,146.3433449380
